source_id,time,filter,mag
S251112cm_200Mpc,0.1,g,24.73823496315495
S251112cm_200Mpc,0.1,i,24.919861566952832
S251112cm_200Mpc,0.1,r,25.52412524746412
S251112cm_200Mpc,0.1,u,25.114617826520984
S251112cm_200Mpc,0.1,y,26.511586999072435
S251112cm_200Mpc,0.1,z,26.00135172643709
S251112cm_200Mpc,0.2,g,24.056007020115313
S251112cm_200Mpc,0.2,i,24.8260286021979
S251112cm_200Mpc,0.2,r,23.873328342255867
S251112cm_200Mpc,0.2,u,24.784112831411523
S251112cm_200Mpc,0.2,y,24.825441552430135
S251112cm_200Mpc,0.2,z,24.440192819346457
S251112cm_200Mpc,0.30000000000000004,g,23.191397533164036
S251112cm_200Mpc,0.30000000000000004,i,23.51254005214136
S251112cm_200Mpc,0.30000000000000004,r,22.45898203045939
S251112cm_200Mpc,0.30000000000000004,u,24.166782514461044
S251112cm_200Mpc,0.30000000000000004,y,23.482387772803424
S251112cm_200Mpc,0.30000000000000004,z,23.06940721587373
S251112cm_200Mpc,0.4,g,21.304479574645548
S251112cm_200Mpc,0.4,i,21.70174064441901
S251112cm_200Mpc,0.4,r,21.03230500187292
S251112cm_200Mpc,0.4,u,21.972190453364483
S251112cm_200Mpc,0.4,y,21.549977118775068
S251112cm_200Mpc,0.4,z,21.433649437735262
S251112cm_200Mpc,0.5,g,20.999162538225864
S251112cm_200Mpc,0.5,i,21.373435020759292
S251112cm_200Mpc,0.5,r,20.839024120526886
S251112cm_200Mpc,0.5,u,21.724927176907578
S251112cm_200Mpc,0.5,y,21.405761457249262
S251112cm_200Mpc,0.5,z,21.171959259257356
S251112cm_200Mpc,0.6,g,20.415365279398852
S251112cm_200Mpc,0.6,i,20.625801999607795
S251112cm_200Mpc,0.6,r,20.124502623149432
S251112cm_200Mpc,0.6,u,21.311143398516606
S251112cm_200Mpc,0.6,y,20.730960089592898
S251112cm_200Mpc,0.6,z,20.454450491139575
S251112cm_200Mpc,0.7000000000000001,g,20.273932975066135
S251112cm_200Mpc,0.7000000000000001,i,20.389209695829074
S251112cm_200Mpc,0.7000000000000001,r,19.95017146674798
S251112cm_200Mpc,0.7000000000000001,u,21.171276466566972
S251112cm_200Mpc,0.7000000000000001,y,20.38360640141788
S251112cm_200Mpc,0.7000000000000001,z,20.234598046532994
S251112cm_200Mpc,0.8,g,20.112574783021408
S251112cm_200Mpc,0.8,i,20.04454008688608
S251112cm_200Mpc,0.8,r,19.744813359624423
S251112cm_200Mpc,0.8,u,21.109741220448775
S251112cm_200Mpc,0.8,y,20.045867937420475
S251112cm_200Mpc,0.8,z,19.903597176320897
S251112cm_200Mpc,0.9,g,20.071613198814653
S251112cm_200Mpc,0.9,i,19.941746200176212
S251112cm_200Mpc,0.9,r,19.678074160703687
S251112cm_200Mpc,0.9,u,21.11981626987094
S251112cm_200Mpc,0.9,y,19.91108117799409
S251112cm_200Mpc,0.9,z,19.77659467569361
S251112cm_200Mpc,1.0,g,20.05635113304717
S251112cm_200Mpc,1.0,i,19.84237476829164
S251112cm_200Mpc,1.0,r,19.629417566848197
S251112cm_200Mpc,1.0,u,21.168780033746565
S251112cm_200Mpc,1.0,y,19.794979083438
S251112cm_200Mpc,1.0,z,19.667356180992726
S251112cm_200Mpc,1.1,g,20.07676150608544
S251112cm_200Mpc,1.1,i,19.76856017931959
S251112cm_200Mpc,1.1,r,19.609132513806518
S251112cm_200Mpc,1.1,u,21.252596582973986
S251112cm_200Mpc,1.1,y,19.711778401051852
S251112cm_200Mpc,1.1,z,19.585756910921305
S251112cm_200Mpc,1.2000000000000002,g,20.12190371851126
S251112cm_200Mpc,1.2000000000000002,i,19.757235836733766
S251112cm_200Mpc,1.2000000000000002,r,19.609256243359756
S251112cm_200Mpc,1.2000000000000002,u,21.403486574573552
S251112cm_200Mpc,1.2000000000000002,y,19.609302011312423
S251112cm_200Mpc,1.2000000000000002,z,19.486772370722086
S251112cm_200Mpc,1.3000000000000003,g,20.15673089030257
S251112cm_200Mpc,1.3000000000000003,i,19.746229958727497
S251112cm_200Mpc,1.3000000000000003,r,19.59363969387215
S251112cm_200Mpc,1.3000000000000003,u,21.55227068885834
S251112cm_200Mpc,1.3000000000000003,y,19.504774080108135
S251112cm_200Mpc,1.3000000000000003,z,19.40151867707806
S251112cm_200Mpc,1.4000000000000001,g,20.207120230089203
S251112cm_200Mpc,1.4000000000000001,i,19.752270339542555
S251112cm_200Mpc,1.4000000000000001,r,19.593701945621632
S251112cm_200Mpc,1.4000000000000001,u,21.710881110422612
S251112cm_200Mpc,1.4000000000000001,y,19.43827499261166
S251112cm_200Mpc,1.4000000000000001,z,19.355538717277334
S251112cm_200Mpc,1.5000000000000002,g,20.288654558462227
S251112cm_200Mpc,1.5000000000000002,i,19.763986605196408
S251112cm_200Mpc,1.5000000000000002,r,19.61832619548786
S251112cm_200Mpc,1.5000000000000002,u,21.92891730800327
S251112cm_200Mpc,1.5000000000000002,y,19.381634459736745
S251112cm_200Mpc,1.5000000000000002,z,19.33383054384598
S251112cm_200Mpc,1.6,g,20.392905336884404
S251112cm_200Mpc,1.6,i,19.78292998022536
S251112cm_200Mpc,1.6,r,19.658783973319352
S251112cm_200Mpc,1.6,u,22.201983773679885
S251112cm_200Mpc,1.6,y,19.34286319537445
S251112cm_200Mpc,1.6,z,19.325912854082592
S251112cm_200Mpc,1.7000000000000002,g,20.514322011955585
S251112cm_200Mpc,1.7000000000000002,i,19.81457384972329
S251112cm_200Mpc,1.7000000000000002,r,19.716949984636614
S251112cm_200Mpc,1.7000000000000002,u,22.490180932150594
S251112cm_200Mpc,1.7000000000000002,y,19.321795550322214
S251112cm_200Mpc,1.7000000000000002,z,19.3296902289606
S251112cm_200Mpc,1.8000000000000003,g,20.646856811591473
S251112cm_200Mpc,1.8000000000000003,i,19.863625005412267
S251112cm_200Mpc,1.8000000000000003,r,19.79983086844237
S251112cm_200Mpc,1.8000000000000003,u,22.728674983683774
S251112cm_200Mpc,1.8000000000000003,y,19.308812999094954
S251112cm_200Mpc,1.8000000000000003,z,19.351749879109466
S251112cm_200Mpc,1.9000000000000001,g,20.769090822608746
S251112cm_200Mpc,1.9000000000000001,i,19.917417488847896
S251112cm_200Mpc,1.9000000000000001,r,19.885758837429577
S251112cm_200Mpc,1.9000000000000001,u,22.898743880469926
S251112cm_200Mpc,1.9000000000000001,y,19.299036318881523
S251112cm_200Mpc,1.9000000000000001,z,19.377247079162952
S251112cm_200Mpc,2.0,g,20.873829668878706
S251112cm_200Mpc,2.0,i,19.973519140119762
S251112cm_200Mpc,2.0,r,19.9612667802584
S251112cm_200Mpc,2.0,u,23.047666954072092
S251112cm_200Mpc,2.0,y,19.300556998160896
S251112cm_200Mpc,2.0,z,19.4008640529034
S251112cm_200Mpc,2.1,g,20.980049535515676
S251112cm_200Mpc,2.1,i,20.04877897555852
S251112cm_200Mpc,2.1,r,20.048593955845476
S251112cm_200Mpc,2.1,u,23.201595467438757
S251112cm_200Mpc,2.1,y,19.325861287359235
S251112cm_200Mpc,2.1,z,19.439793332099093
S251112cm_200Mpc,2.2,g,21.10436657180695
S251112cm_200Mpc,2.2,i,20.153670098655617
S251112cm_200Mpc,2.2,r,20.166000525877866
S251112cm_200Mpc,2.2,u,23.374097845906554
S251112cm_200Mpc,2.2,y,19.376586163914205
S251112cm_200Mpc,2.2,z,19.50439379119902
S251112cm_200Mpc,2.3000000000000003,g,21.240748516642316
S251112cm_200Mpc,2.3000000000000003,i,20.26639729888272
S251112cm_200Mpc,2.3000000000000003,r,20.29331569665365
S251112cm_200Mpc,2.3000000000000003,u,23.5598173857443
S251112cm_200Mpc,2.3000000000000003,y,19.43611908272403
S251112cm_200Mpc,2.3000000000000003,z,19.577098646325403
S251112cm_200Mpc,2.4000000000000004,g,21.384626220733768
S251112cm_200Mpc,2.4000000000000004,i,20.364856385708002
S251112cm_200Mpc,2.4000000000000004,r,20.410657856430646
S251112cm_200Mpc,2.4000000000000004,u,23.740855292146573
S251112cm_200Mpc,2.4000000000000004,y,19.4924641553405
S251112cm_200Mpc,2.4000000000000004,z,19.64006508399626
S251112cm_200Mpc,2.5000000000000004,g,21.541350016136334
S251112cm_200Mpc,2.5000000000000004,i,20.457902171345008
S251112cm_200Mpc,2.5000000000000004,r,20.529356619509134
S251112cm_200Mpc,2.5000000000000004,u,23.911556582829363
S251112cm_200Mpc,2.5000000000000004,y,19.550925651813913
S251112cm_200Mpc,2.5000000000000004,z,19.70108769699955
S251112cm_200Mpc,2.6,g,21.711204342484297
S251112cm_200Mpc,2.6,i,20.561742909335756
S251112cm_200Mpc,2.6,r,20.66499535533103
S251112cm_200Mpc,2.6,u,24.078349352231307
S251112cm_200Mpc,2.6,y,19.618355054461254
S251112cm_200Mpc,2.6,z,19.774223524473314
S251112cm_200Mpc,2.7,g,21.884708461163058
S251112cm_200Mpc,2.7,i,20.67915115228712
S251112cm_200Mpc,2.7,r,20.819562986630242
S251112cm_200Mpc,2.7,u,24.239402939069095
S251112cm_200Mpc,2.7,y,19.691402375022093
S251112cm_200Mpc,2.7,z,19.86225191960353
S251112cm_200Mpc,2.8000000000000003,g,22.05039397742923
S251112cm_200Mpc,2.8000000000000003,i,20.799853784287425
S251112cm_200Mpc,2.8000000000000003,r,20.98044533325504
S251112cm_200Mpc,2.8000000000000003,u,24.384464654997352
S251112cm_200Mpc,2.8000000000000003,y,19.762507690526547
S251112cm_200Mpc,2.8000000000000003,z,19.956306328096687
S251112cm_200Mpc,2.9000000000000004,g,22.2040133611014
S251112cm_200Mpc,2.9000000000000004,i,20.91275902716105
S251112cm_200Mpc,2.9000000000000004,r,21.13196721274483
S251112cm_200Mpc,2.9000000000000004,u,24.509755108211287
S251112cm_200Mpc,2.9000000000000004,y,19.82880824818767
S251112cm_200Mpc,2.9000000000000004,z,20.045960235778523
S251112cm_200Mpc,3.0000000000000004,g,22.348528993933776
S251112cm_200Mpc,3.0000000000000004,i,21.01561860654072
S251112cm_200Mpc,3.0000000000000004,r,21.268395447635065
S251112cm_200Mpc,3.0000000000000004,u,24.621909729969513
S251112cm_200Mpc,3.0000000000000004,y,19.89265720789299
S251112cm_200Mpc,3.0000000000000004,z,20.128652947514574
S251112cm_200Mpc,3.1,g,22.489080665807457
S251112cm_200Mpc,3.1,i,21.113190441510483
S251112cm_200Mpc,3.1,r,21.393634726896092
S251112cm_200Mpc,3.1,u,24.732005599099836
S251112cm_200Mpc,3.1,y,19.957952159995763
S251112cm_200Mpc,3.1,z,20.208603152381762
S251112cm_200Mpc,3.2,g,22.625083995579534
S251112cm_200Mpc,3.2,i,21.207134624266732
S251112cm_200Mpc,3.2,r,21.510135172388726
S251112cm_200Mpc,3.2,u,24.844266948689295
S251112cm_200Mpc,3.2,y,20.02478450349794
